conversion,date,revenue,source,variant
0,2021-08-02,0.0,mobile,A
0,2021-08-03,0.0,desktop,B
0,2021-08-03,0.0,mobile,B
0,2021-08-05,0.0,desktop,A
0,2021-08-03,0.0,mobile,C
0,2021-08-05,0.0,desktop,C
0,2021-08-02,0.0,mobile,A
0,2021-08-01,0.0,desktop,B
0,2021-08-06,0.0,desktop,A
0,2021-08-05,0.0,desktop,C
0,2021-08-04,0.0,mobile,B
0,2021-08-04,0.0,desktop,A
0,2021-08-01,0.0,mobile,C
0,2021-08-07,0.0,desktop,A
1,2021-08-04,4.4787062169238725,mobile,C
0,2021-08-06,0.0,desktop,B
0,2021-08-03,0.0,mobile,A
0,2021-08-06,0.0,desktop,C
0,2021-08-01,0.0,desktop,B
0,2021-08-03,0.0,desktop,A
0,2021-08-07,0.0,mobile,C
0,2021-08-05,0.0,desktop,A
0,2021-08-01,0.0,mobile,C
0,2021-08-05,0.0,desktop,A
0,2021-08-06,0.0,desktop,C
0,2021-08-05,0.0,mobile,B
0,2021-08-07,0.0,mobile,A
0,2021-08-03,0.0,mobile,A
0,2021-08-07,0.0,desktop,B
0,2021-08-02,0.0,mobile,A
0,2021-08-01,0.0,desktop,B
0,2021-08-01,0.0,mobile,C
0,2021-08-02,0.0,desktop,C
0,2021-08-07,0.0,desktop,A
0,2021-08-05,0.0,desktop,C
0,2021-08-07,0.0,desktop,C
0,2021-08-06,0.0,desktop,B
0,2021-08-07,0.0,desktop,C
0,2021-08-02,0.0,desktop,B
0,2021-08-03,0.0,desktop,A
0,2021-08-03,0.0,mobile,A
0,2021-08-03,0.0,mobile,B
0,2021-08-04,0.0,desktop,B
0,2021-08-05,0.0,mobile,A
0,2021-08-07,0.0,desktop,A
0,2021-08-03,0.0,mobile,B
0,2021-08-04,0.0,desktop,A
0,2021-08-01,0.0,mobile,C
0,2021-08-02,0.0,desktop,C
0,2021-08-06,0.0,desktop,B
0,2021-08-07,0.0,desktop,B
0,2021-08-07,0.0,desktop,C
0,2021-08-01,0.0,desktop,A
0,2021-08-01,0.0,desktop,B
0,2021-08-01,0.0,mobile,B
0,2021-08-07,0.0,mobile,C
0,2021-08-03,0.0,desktop,A
0,2021-08-02,0.0,mobile,B
0,2021-08-07,0.0,desktop,A
0,2021-08-01,0.0,desktop,C
0,2021-08-04,0.0,desktop,B
0,2021-08-01,0.0,desktop,C
0,2021-08-01,0.0,desktop,A
0,2021-08-02,0.0,desktop,C
0,2021-08-05,0.0,mobile,A
0,2021-08-02,0.0,mobile,A
0,2021-08-05,0.0,desktop,C
0,2021-08-06,0.0,mobile,A
0,2021-08-04,0.0,desktop,C
0,2021-08-03,0.0,desktop,C
0,2021-08-02,0.0,desktop,C
0,2021-08-03,0.0,desktop,C
0,2021-08-05,0.0,desktop,C
0,2021-08-03,0.0,desktop,B
0,2021-08-03,0.0,mobile,B
0,2021-08-01,0.0,desktop,A
0,2021-08-06,0.0,desktop,B
0,2021-08-03,0.0,desktop,C
0,2021-08-06,0.0,desktop,B
0,2021-08-01,0.0,mobile,B
0,2021-08-03,0.0,desktop,A
0,2021-08-03,0.0,desktop,A
0,2021-08-04,0.0,desktop,C
0,2021-08-06,0.0,mobile,C
0,2021-08-04,0.0,mobile,C
0,2021-08-01,0.0,mobile,C
0,2021-08-06,0.0,desktop,C
1,2021-08-04,3.994095843243004,mobile,B
0,2021-08-03,0.0,desktop,B
0,2021-08-01,0.0,mobile,B
0,2021-08-01,0.0,mobile,A
0,2021-08-01,0.0,mobile,B
0,2021-08-01,0.0,mobile,C
0,2021-08-06,0.0,desktop,B
0,2021-08-06,0.0,desktop,A
0,2021-08-05,0.0,desktop,B
0,2021-08-03,0.0,desktop,B
0,2021-08-01,0.0,desktop,A
0,2021-08-02,0.0,desktop,C
0,2021-08-06,0.0,desktop,B
0,2021-08-04,0.0,mobile,C
0,2021-08-05,0.0,desktop,C
0,2021-08-04,0.0,desktop,A
0,2021-08-03,0.0,desktop,B
0,2021-08-02,0.0,desktop,B
0,2021-08-07,0.0,mobile,B
0,2021-08-05,0.0,desktop,C
0,2021-08-07,0.0,desktop,C
0,2021-08-03,0.0,mobile,A
0,2021-08-03,0.0,desktop,B
0,2021-08-05,0.0,desktop,C
0,2021-08-02,0.0,desktop,C
0,2021-08-03,0.0,mobile,C
0,2021-08-03,0.0,desktop,A
0,2021-08-03,0.0,mobile,C
0,2021-08-03,0.0,desktop,A
0,2021-08-02,0.0,mobile,C
0,2021-08-07,0.0,mobile,B
0,2021-08-01,0.0,desktop,C
0,2021-08-07,0.0,mobile,A
0,2021-08-07,0.0,mobile,C
0,2021-08-05,0.0,mobile,B
0,2021-08-05,0.0,desktop,A
0,2021-08-01,0.0,mobile,B
0,2021-08-06,0.0,desktop,C
0,2021-08-06,0.0,desktop,C
0,2021-08-01,0.0,desktop,A
0,2021-08-06,0.0,mobile,C
0,2021-08-06,0.0,desktop,B
0,2021-08-02,0.0,desktop,A
0,2021-08-02,0.0,mobile,C
0,2021-08-06,0.0,mobile,A
0,2021-08-07,0.0,mobile,A
0,2021-08-04,0.0,desktop,C
0,2021-08-03,0.0,desktop,C
0,2021-08-05,0.0,desktop,B
0,2021-08-07,0.0,desktop,B
0,2021-08-01,0.0,desktop,C
0,2021-08-01,0.0,desktop,B
0,2021-08-02,0.0,desktop,B
0,2021-08-01,0.0,mobile,B
0,2021-08-01,0.0,mobile,C
0,2021-08-02,0.0,desktop,B
0,2021-08-03,0.0,desktop,C
0,2021-08-01,0.0,desktop,C
0,2021-08-01,0.0,mobile,C
0,2021-08-06,0.0,desktop,B
0,2021-08-07,0.0,desktop,A
0,2021-08-06,0.0,mobile,C
0,2021-08-02,0.0,desktop,A
0,2021-08-04,0.0,mobile,B
0,2021-08-04,0.0,desktop,B
0,2021-08-05,0.0,desktop,C
0,2021-08-01,0.0,desktop,B
0,2021-08-05,0.0,desktop,C
0,2021-08-04,0.0,desktop,B
0,2021-08-06,0.0,desktop,C
0,2021-08-02,0.0,desktop,C
0,2021-08-05,0.0,mobile,C
0,2021-08-06,0.0,mobile,C
0,2021-08-02,0.0,desktop,B
0,2021-08-06,0.0,desktop,A
0,2021-08-04,0.0,mobile,A
0,2021-08-03,0.0,desktop,C
0,2021-08-04,0.0,desktop,A
0,2021-08-02,0.0,mobile,C
0,2021-08-03,0.0,desktop,C
1,2021-08-06,11.619110021609787,mobile,C
0,2021-08-02,0.0,desktop,B
0,2021-08-01,0.0,mobile,B
0,2021-08-05,0.0,desktop,C
0,2021-08-02,0.0,desktop,A
0,2021-08-03,0.0,mobile,B
0,2021-08-03,0.0,desktop,B
0,2021-08-06,0.0,mobile,A
0,2021-08-02,0.0,mobile,C
0,2021-08-02,0.0,mobile,C
0,2021-08-02,0.0,desktop,B
0,2021-08-02,0.0,mobile,A
0,2021-08-05,0.0,desktop,B
0,2021-08-03,0.0,desktop,A
0,2021-08-03,0.0,desktop,C
0,2021-08-01,0.0,mobile,A
0,2021-08-03,0.0,desktop,A
0,2021-08-07,0.0,desktop,A
0,2021-08-07,0.0,desktop,C
0,2021-08-06,0.0,desktop,A
0,2021-08-04,0.0,mobile,C
0,2021-08-07,0.0,mobile,C
0,2021-08-06,0.0,desktop,C
0,2021-08-01,0.0,desktop,B
0,2021-08-01,0.0,desktop,C
1,2021-08-03,49.852840234412625,desktop,B
0,2021-08-01,0.0,desktop,A
0,2021-08-03,0.0,mobile,A
0,2021-08-06,0.0,desktop,C
0,2021-08-02,0.0,mobile,A
0,2021-08-03,0.0,mobile,B
0,2021-08-06,0.0,desktop,B
0,2021-08-05,0.0,desktop,B
0,2021-08-03,0.0,desktop,C
0,2021-08-07,0.0,mobile,A
1,2021-08-07,3.7150246218780363,desktop,C
0,2021-08-06,0.0,desktop,B
0,2021-08-05,0.0,desktop,B
0,2021-08-02,0.0,desktop,C
0,2021-08-04,0.0,desktop,A
0,2021-08-02,0.0,desktop,C
0,2021-08-07,0.0,desktop,C
0,2021-08-06,0.0,mobile,C
0,2021-08-07,0.0,desktop,B
0,2021-08-06,0.0,mobile,C
0,2021-08-02,0.0,desktop,A
0,2021-08-01,0.0,desktop,A
0,2021-08-03,0.0,desktop,A
0,2021-08-03,0.0,desktop,C
0,2021-08-07,0.0,mobile,B
0,2021-08-04,0.0,desktop,C
0,2021-08-04,0.0,desktop,B
0,2021-08-02,0.0,mobile,A
0,2021-08-01,0.0,mobile,B
0,2021-08-01,0.0,desktop,C
0,2021-08-06,0.0,mobile,B
0,2021-08-02,0.0,desktop,B
0,2021-08-03,0.0,mobile,B
0,2021-08-01,0.0,desktop,A
0,2021-08-05,0.0,mobile,B
0,2021-08-05,0.0,desktop,C
0,2021-08-05,0.0,desktop,B
1,2021-08-03,19.802805330010784,mobile,B
0,2021-08-06,0.0,desktop,C
0,2021-08-01,0.0,desktop,C
0,2021-08-04,0.0,desktop,C
0,2021-08-02,0.0,desktop,A
1,2021-08-03,19.308099005924046,desktop,B
0,2021-08-02,0.0,mobile,B
0,2021-08-05,0.0,desktop,A
0,2021-08-06,0.0,desktop,A
0,2021-08-03,0.0,desktop,A
0,2021-08-06,0.0,desktop,C
1,2021-08-06,24.363846056819007,mobile,B
0,2021-08-04,0.0,mobile,A
0,2021-08-01,0.0,mobile,C
0,2021-08-01,0.0,desktop,B
0,2021-08-01,0.0,desktop,C
0,2021-08-02,0.0,desktop,C
0,2021-08-03,0.0,desktop,C
0,2021-08-06,0.0,mobile,A
0,2021-08-05,0.0,desktop,B
0,2021-08-02,0.0,mobile,C
1,2021-08-02,3.5894609275749465,mobile,B
0,2021-08-01,0.0,desktop,B
0,2021-08-06,0.0,desktop,C
1,2021-08-07,78.42317901256399,desktop,C
0,2021-08-03,0.0,desktop,C
0,2021-08-05,0.0,desktop,A
0,2021-08-06,0.0,desktop,A
0,2021-08-03,0.0,desktop,A
0,2021-08-06,0.0,desktop,B
0,2021-08-02,0.0,mobile,A
0,2021-08-01,0.0,desktop,A
0,2021-08-02,0.0,desktop,A
0,2021-08-03,0.0,mobile,B
0,2021-08-01,0.0,mobile,C
0,2021-08-07,0.0,desktop,B
0,2021-08-03,0.0,mobile,A
0,2021-08-06,0.0,desktop,C
0,2021-08-02,0.0,mobile,A
0,2021-08-02,0.0,desktop,A
0,2021-08-05,0.0,desktop,A
0,2021-08-01,0.0,mobile,B
0,2021-08-06,0.0,desktop,B
0,2021-08-05,0.0,desktop,A
1,2021-08-07,2.042388719052673,mobile,B
0,2021-08-03,0.0,desktop,A
0,2021-08-02,0.0,mobile,C
0,2021-08-07,0.0,desktop,C
0,2021-08-02,0.0,mobile,A
0,2021-08-06,0.0,desktop,B
0,2021-08-02,0.0,desktop,A
0,2021-08-07,0.0,desktop,C
0,2021-08-02,0.0,desktop,A
0,2021-08-05,0.0,mobile,C
0,2021-08-03,0.0,desktop,B
0,2021-08-01,0.0,desktop,B
0,2021-08-05,0.0,desktop,A
0,2021-08-03,0.0,desktop,C
0,2021-08-06,0.0,desktop,C
0,2021-08-07,0.0,desktop,A
0,2021-08-06,0.0,desktop,A
0,2021-08-02,0.0,mobile,C
0,2021-08-05,0.0,desktop,C
0,2021-08-07,0.0,desktop,C
0,2021-08-06,0.0,desktop,B
0,2021-08-07,0.0,desktop,A
0,2021-08-05,0.0,desktop,C
0,2021-08-05,0.0,desktop,B
0,2021-08-03,0.0,mobile,B
0,2021-08-02,0.0,mobile,A
0,2021-08-04,0.0,desktop,B
0,2021-08-06,0.0,desktop,C
0,2021-08-02,0.0,mobile,A
0,2021-08-02,0.0,mobile,A
0,2021-08-03,0.0,mobile,A
0,2021-08-02,0.0,mobile,B
0,2021-08-03,0.0,desktop,C
0,2021-08-01,0.0,desktop,B
0,2021-08-02,0.0,desktop,A
0,2021-08-07,0.0,mobile,B
0,2021-08-03,0.0,desktop,C
0,2021-08-06,0.0,desktop,C
0,2021-08-06,0.0,mobile,A
0,2021-08-06,0.0,mobile,C
0,2021-08-02,0.0,mobile,A
0,2021-08-05,0.0,mobile,C
0,2021-08-03,0.0,desktop,C
0,2021-08-06,0.0,mobile,B
0,2021-08-07,0.0,desktop,A
0,2021-08-06,0.0,mobile,A
0,2021-08-02,0.0,desktop,B
0,2021-08-06,0.0,mobile,A
1,2021-08-07,8.924334185885693,desktop,B
0,2021-08-02,0.0,desktop,A
0,2021-08-07,0.0,mobile,C
0,2021-08-03,0.0,mobile,C
0,2021-08-06,0.0,desktop,C
0,2021-08-06,0.0,desktop,B
0,2021-08-04,0.0,desktop,A
0,2021-08-02,0.0,mobile,A
0,2021-08-02,0.0,desktop,B
0,2021-08-07,0.0,desktop,A
0,2021-08-01,0.0,desktop,C
0,2021-08-05,0.0,desktop,C
0,2021-08-07,0.0,mobile,A
0,2021-08-05,0.0,mobile,A
0,2021-08-04,0.0,mobile,C
0,2021-08-03,0.0,mobile,B
0,2021-08-05,0.0,mobile,C
0,2021-08-04,0.0,desktop,A
0,2021-08-05,0.0,mobile,B
0,2021-08-02,0.0,desktop,C
0,2021-08-05,0.0,desktop,B
0,2021-08-01,0.0,desktop,A
0,2021-08-02,0.0,mobile,B
0,2021-08-07,0.0,mobile,B
0,2021-08-01,0.0,desktop,C
0,2021-08-07,0.0,desktop,A
0,2021-08-04,0.0,desktop,A
0,2021-08-03,0.0,desktop,B
0,2021-08-04,0.0,desktop,B
0,2021-08-05,0.0,desktop,A
0,2021-08-05,0.0,mobile,B
1,2021-08-02,1.1698324040347512,mobile,A
0,2021-08-03,0.0,mobile,A
0,2021-08-03,0.0,desktop,B
0,2021-08-06,0.0,desktop,B
0,2021-08-05,0.0,desktop,A
0,2021-08-07,0.0,desktop,C
0,2021-08-02,0.0,desktop,B
0,2021-08-02,0.0,mobile,A
0,2021-08-04,0.0,mobile,A
0,2021-08-07,0.0,mobile,B
0,2021-08-01,0.0,desktop,A
0,2021-08-07,0.0,desktop,B
0,2021-08-01,0.0,desktop,A
0,2021-08-04,0.0,mobile,B
0,2021-08-03,0.0,desktop,A
0,2021-08-04,0.0,desktop,A
1,2021-08-03,5.943851300036896,mobile,B
0,2021-08-01,0.0,desktop,A
0,2021-08-06,0.0,desktop,C
0,2021-08-06,0.0,desktop,C
0,2021-08-07,0.0,mobile,B
1,2021-08-01,13.986506465694875,desktop,A
0,2021-08-04,0.0,mobile,B
0,2021-08-01,0.0,mobile,B
0,2021-08-03,0.0,desktop,B
0,2021-08-04,0.0,desktop,C
0,2021-08-04,0.0,desktop,B
0,2021-08-05,0.0,desktop,C
0,2021-08-02,0.0,desktop,A
0,2021-08-06,0.0,desktop,A
0,2021-08-01,0.0,desktop,B
0,2021-08-05,0.0,desktop,C
0,2021-08-02,0.0,desktop,C
1,2021-08-06,12.096282083764324,desktop,A
0,2021-08-06,0.0,desktop,A
0,2021-08-01,0.0,desktop,B
0,2021-08-02,0.0,desktop,B
0,2021-08-05,0.0,desktop,B
0,2021-08-01,0.0,desktop,B
0,2021-08-02,0.0,mobile,B
0,2021-08-06,0.0,desktop,A
0,2021-08-06,0.0,desktop,C
0,2021-08-04,0.0,mobile,B
0,2021-08-07,0.0,desktop,B
0,2021-08-06,0.0,desktop,A
0,2021-08-07,0.0,mobile,B
0,2021-08-06,0.0,mobile,A
0,2021-08-02,0.0,mobile,B
0,2021-08-02,0.0,desktop,C
0,2021-08-06,0.0,desktop,C
0,2021-08-06,0.0,mobile,C
0,2021-08-01,0.0,desktop,C
0,2021-08-01,0.0,mobile,A
0,2021-08-06,0.0,mobile,B
0,2021-08-01,0.0,desktop,C
0,2021-08-06,0.0,desktop,C
0,2021-08-04,0.0,desktop,A
0,2021-08-02,0.0,desktop,C
0,2021-08-02,0.0,desktop,B
0,2021-08-07,0.0,mobile,A
0,2021-08-06,0.0,desktop,B
0,2021-08-02,0.0,desktop,B
0,2021-08-02,0.0,mobile,C
0,2021-08-03,0.0,mobile,A
0,2021-08-01,0.0,mobile,C
0,2021-08-07,0.0,desktop,A
0,2021-08-02,0.0,desktop,C
0,2021-08-02,0.0,desktop,C
0,2021-08-04,0.0,desktop,C
0,2021-08-03,0.0,mobile,B
0,2021-08-01,0.0,mobile,B
0,2021-08-07,0.0,desktop,B
0,2021-08-04,0.0,desktop,A
0,2021-08-06,0.0,mobile,A
0,2021-08-02,0.0,desktop,C
0,2021-08-01,0.0,mobile,C
0,2021-08-02,0.0,mobile,C
0,2021-08-06,0.0,desktop,A
0,2021-08-07,0.0,mobile,B
0,2021-08-01,0.0,desktop,C
0,2021-08-02,0.0,desktop,C
0,2021-08-07,0.0,desktop,C
0,2021-08-03,0.0,desktop,C
0,2021-08-02,0.0,mobile,A
0,2021-08-06,0.0,mobile,C
0,2021-08-01,0.0,desktop,B
0,2021-08-01,0.0,mobile,B
0,2021-08-07,0.0,desktop,C
0,2021-08-01,0.0,desktop,B
0,2021-08-01,0.0,mobile,A
0,2021-08-07,0.0,desktop,A
0,2021-08-02,0.0,desktop,C
0,2021-08-06,0.0,mobile,B
0,2021-08-01,0.0,desktop,C
0,2021-08-06,0.0,desktop,B
0,2021-08-05,0.0,desktop,A
0,2021-08-03,0.0,mobile,B
0,2021-08-04,0.0,desktop,A
0,2021-08-02,0.0,mobile,A
0,2021-08-05,0.0,mobile,C
0,2021-08-01,0.0,desktop,B
0,2021-08-05,0.0,mobile,B
0,2021-08-06,0.0,desktop,A
0,2021-08-05,0.0,desktop,A
0,2021-08-05,0.0,desktop,B
0,2021-08-05,0.0,mobile,C
0,2021-08-05,0.0,desktop,C
0,2021-08-03,0.0,desktop,B
0,2021-08-04,0.0,mobile,C
0,2021-08-04,0.0,mobile,B
0,2021-08-07,0.0,desktop,B
0,2021-08-03,0.0,mobile,A
0,2021-08-07,0.0,mobile,B
0,2021-08-06,0.0,desktop,B
0,2021-08-04,0.0,desktop,B
0,2021-08-01,0.0,mobile,A
1,2021-08-01,9.620536568237808,mobile,C
0,2021-08-03,0.0,mobile,A
0,2021-08-04,0.0,mobile,A
0,2021-08-04,0.0,desktop,A
0,2021-08-03,0.0,desktop,C
0,2021-08-05,0.0,desktop,A
0,2021-08-07,0.0,mobile,B
0,2021-08-01,0.0,mobile,A
0,2021-08-01,0.0,desktop,C
0,2021-08-05,0.0,desktop,A
0,2021-08-04,0.0,desktop,A
0,2021-08-07,0.0,desktop,A
0,2021-08-03,0.0,desktop,C
0,2021-08-03,0.0,desktop,A
0,2021-08-07,0.0,desktop,B
0,2021-08-03,0.0,mobile,A
0,2021-08-01,0.0,mobile,A
0,2021-08-05,0.0,desktop,B
0,2021-08-04,0.0,desktop,C
0,2021-08-04,0.0,mobile,C
0,2021-08-02,0.0,mobile,C
0,2021-08-04,0.0,desktop,B
0,2021-08-04,0.0,desktop,C
0,2021-08-07,0.0,mobile,A
0,2021-08-03,0.0,desktop,C
0,2021-08-07,0.0,desktop,A
0,2021-08-07,0.0,desktop,C
0,2021-08-03,0.0,desktop,C
0,2021-08-05,0.0,desktop,B
1,2021-08-07,5.086165624926312,desktop,B
0,2021-08-06,0.0,desktop,A
0,2021-08-05,0.0,desktop,C
0,2021-08-02,0.0,mobile,B
0,2021-08-07,0.0,mobile,C
1,2021-08-07,4.444762688962146,desktop,B
0,2021-08-07,0.0,desktop,B
0,2021-08-06,0.0,desktop,C
0,2021-08-02,0.0,desktop,B
0,2021-08-07,0.0,mobile,C
0,2021-08-01,0.0,mobile,C
0,2021-08-03,0.0,desktop,C
0,2021-08-03,0.0,desktop,C
1,2021-08-05,29.211575013625758,desktop,A
0,2021-08-06,0.0,desktop,B
0,2021-08-04,0.0,desktop,C
0,2021-08-03,0.0,desktop,B
0,2021-08-04,0.0,desktop,A
